424306655,"Hot baby name early 2021: Covid 
It’s going to happen. Their parents will joke little baby #Covid was a #quarantine baby",2020-03-12T16:34:29Z,TiffKorea,,FALSE
1581230251,"#coronaVirus #covid—19

mortality rate for people aged 60 & above after contracting a (generic?) viral infection is 3.4%; 
above 70 years is 8% 
& 80 and above is 15%

#FlattenTheCurve #CancelEverythingNow #SocialDistancing 

",2020-03-12T16:34:29Z,Mareeswj,chennai,FALSE
805372752,"@TimOBrien #UnfitToLead :
Two weeks ago, Donald Trump, 
👉rejected all medical and scientific reports 
👉and announced to our nation the number of #COVID cases in the US would soon dwindle down to ZERO.

 ",2020-03-12T16:34:23Z,isawthesethings,maryland,FALSE
805372752,"@SenToomey @SecretaryLevine @TomAvril1 THIS is more than #IrresponsibleRhetoric:

Two weeks ago, Donald Trump, 
👉rejected all medical and scientific reports 
👉and announced to our nation the number of #COVID cases in the US would soon dwindle down to ZERO.

 ",2020-03-12T13:25:35Z,isawthesethings,maryland,FALSE
805372752,"@NIHDirector @realDonaldTrump Two weeks ago, Donald Trump, 
👉rejected all medical and scientific reports 
👉and announced to our nation the number of #COVID cases in the US would soon dwindle down to ZERO.

 ",2020-03-12T13:58:36Z,isawthesethings,maryland,FALSE
805372752,"@WhiteHouse @realDonaldTrump @LeoVaradkar Epic mismanagement:
Two weeks ago, Donald Trump, 
👉rejected all medical and scientific reports 
👉and announced to our nation the number of #COVID cases in the US would soon dwindle down to ZERO.

 ",2020-03-12T16:32:40Z,isawthesethings,maryland,FALSE
805372752,"@SenatorFischer @SenTomCotton THIS is more than #IrresponsibleRhetoric:

Two weeks ago, Donald Trump, 
👉rejected all medical and scientific reports 
👉and announced to our nation the number of #COVID cases in the US would soon dwindle down to ZERO.

 ",2020-03-12T13:26:19Z,isawthesethings,maryland,FALSE
805372752,"@NBCNews THIS is more than #IrresponsibleRhetoric:

Two weeks ago, Donald Trump, 
👉rejected all medical and scientific reports 
👉and announced to our nation the number of #COVID cases in the US would soon dwindle down to ZERO.

 ",2020-03-12T13:23:13Z,isawthesethings,maryland,FALSE
805372752,"@HKrassenstein THIS is more than #IrresponsibleRhetoric:

Two weeks ago, Donald Trump, 
👉rejected all medical and scientific reports 
👉and announced to our nation the number of #COVID cases in the US would soon dwindle down to ZERO.

 ",2020-03-12T13:24:00Z,isawthesethings,maryland,FALSE
805372752,"@TwitterMoments @realDonaldTrump #UnfitToLead:
Two weeks ago, Donald Trump, 
👉rejected all medical and scientific reports 
👉and announced to our nation the number of #COVID cases in the US would soon dwindle down to ZERO.

 ",2020-03-12T14:35:21Z,isawthesethings,maryland,FALSE
805372752,"@SeemaCMS @realDonaldTrump @CMSGov Two weeks ago, Donald Trump, 
👉rejected all medical and scientific reports 
👉and announced to our nation the number of #COVID cases in the US would soon dwindle down to ZERO.

 ",2020-03-12T13:57:42Z,isawthesethings,maryland,FALSE
805372752,"@SenTomCotton THIS is more than #IrresponsibleRhetoric:

Two weeks ago, Donald Trump, 
👉rejected all medical and scientific reports 
👉and announced to our nation the number of #COVID cases in the US would soon dwindle down to ZERO.

 ",2020-03-12T13:26:01Z,isawthesethings,maryland,FALSE
805372752,"@JuddLegum Two weeks ago, Donald Trump, 
👉rejected all medical and scientific reports 
👉and announced to our nation the number of #COVID cases in the US would soon dwindle down to ZERO.

 ",2020-03-12T13:21:23Z,isawthesethings,maryland,FALSE
805372752,"@MSNBC @SavannahGuthrie THIS is more than #IrresponsibleRhetoric:

Two weeks ago, Donald Trump, 
👉rejected all medical and scientific reports 
👉and announced to our nation the number of #COVID cases in the US would soon dwindle down to ZERO.

 ",2020-03-12T13:23:43Z,isawthesethings,maryland,FALSE
805372752,"@WhiteHouse @realDonaldTrump @LeoVaradkar #UnfitToLead:
Two weeks ago, Donald Trump, 
👉rejected all medical and scientific reports 
👉and announced to our nation the number of #COVID cases in the US would soon dwindle down to ZERO.

 ",2020-03-12T14:35:50Z,isawthesethings,maryland,FALSE
878820871971889153,"India-SA second one-dayer to be played without any spectator
#IndvSA #COVID2019 #COVID19 #COVID19india #COVID #COVIDー19 #Covid_19 #coronavirus #Corona #bcci #ICC #SouthAfrica #UPCA #cricket #coronavirusinindia 
",2020-03-12T14:53:15Z,pennewstweet,,FALSE
878820871971889153,"COVID-19: Quarantine cells set up in Nanded hospitals
#COVID2019 #COVID19 #COVID19india #COVID #COVIDー19 #Covid_19 #coronavirus #Corona #Nanded #Maharashtra #CoronavirusPandemic #CoronaVirusUpdate 
",2020-03-12T16:34:21Z,pennewstweet,,FALSE
878820871971889153,"COVID-19: IPL 2020 to be held without crowds
#IPL #IndianPremierLeague #WHO #cricket #IPL2020 #IPLT20 #COVID2019 #COVID19 #COVID19india #COVID #COVIDー19 #Covid_19 #coronavirus #Corona #CoronaOutbreak @IPL 
",2020-03-12T13:33:58Z,pennewstweet,,FALSE
878820871971889153,"India takes strong preventive steps to curb spread of COVID19
#WHO #COVID2019 #COVID19 #COVID19india #COVID #COVIDー19 #Covid_19 #coronavirus #Corona #coronavirusinindia #CoronavirusPandemic #CoronaOutbreak #CoronaVirusUpdate #VirusCorona 
",2020-03-12T15:49:55Z,pennewstweet,,FALSE
878820871971889153,"Coronavirus outbreak: Maha Govt cancels all public gatherings
#Mumbai #Maharashtra #government #coronavirus  #COVID2019 #COVID19 #COVID19india #COVID #COVIDー19 #Covid_19 #coronavirus #Corona #CoronaOutbreak 

",2020-03-12T16:01:11Z,pennewstweet,,FALSE
878820871971889153,"IIT(K) suspends all programmes till April 15 due to coronavirus
#IIT #Kanpur #CoronavirusPandemic #CoronavirusOutbreak #virus #VIRUS_CORONA #ncov_2019 #COVID2019 #COVID19 #COVID19india #COVID #COVIDー19 #Covid_19 #coronavirus #Corona 
",2020-03-12T14:57:16Z,pennewstweet,,FALSE
878820871971889153,"COVID-19: Over 1,400 put under surveillance in J&K
#Jammu #people #JammuandKashmir #IndianNationals #COVID2019 #COVID19 #COVID #COVIDー19 #Covid_19 #coronavirus #Corona  #CoronaVirusUpdate #CoronaOutbreak #VirusCorona #ncov2020
",2020-03-12T15:28:15Z,pennewstweet,,FALSE
878820871971889153,"COVID-19: K'taka reports another positive case; total at 5
#Karnataka #coronavirus #COVID2019 #COVID19 #COVID19india #COVID #COVIDー19 #Covid_19 #coronavirus #Corona #coronavirusinindia #CoronavirusPandemic #CoronaVirusUpdate #CoronaOutbreak #virus 
",2020-03-12T15:22:31Z,pennewstweet,,FALSE
878820871971889153,"Actor Tom Hanks, wife Rita Wilson test positive for coronavirus
#COVID2019 #COVID19 #COVID #COVIDー19 #Covid_19 #coronavirus #Corona #TomHanks #TomHanksCoronavirus #Hollywood #RitaWilson #WHO #CoronaVirusUpdate #CoronaOutbreak #VirusCorona #ncov2020 
",2020-03-12T13:31:12Z,pennewstweet,,FALSE
878820871971889153,"Virus contained in China
#COVID2019 #COVID19 #COVID19india #COVID #COVIDー19 #Covid_19 #coronavirus #Corona #China #ChinaVirus #Corona #CoronaVirusUpdate #CoronaOutbreak #Wuhan #WuhanOutbreak #VirusCorona #VIRUS_CORONA #nCoV2019 
",2020-03-12T13:17:37Z,pennewstweet,,FALSE
878820871971889153,"Govt fully vigilant about coronavirus situation: PM
#NarendraModi #Coronavirus #ChineseCoronavirus #VirusCorona #VIRUS_CORONA #WuhanVirus #COVID2019 #COVID19 #COVID19india #COVID #COVIDー19 #Covid_19 #coronavirus #Corona #nCoV2019 #coronavirusinindia 
",2020-03-12T13:21:58Z,pennewstweet,,FALSE
878820871971889153,"Hero ISL final to be held behind closed doors
#HeroIndianSuperLeague #atkcfc #ChennaiyinFC #Final ##COVID2019 #COVID19 #COVID19india #COVID #COVIDー19 #Covid_19 #coronavirus #Corona #StarSports #Hotstar 
",2020-03-12T13:32:27Z,pennewstweet,,FALSE
878820871971889153,"Number of COVID-19 cases in Iran exceeds 10,000, death toll at 429
#coronavirus #COVID2019 #COVID19 #COVID #COVIDー19 #Covid_19 #coronavirus #Corona #CoronaVirusUpdate #CoronaOutbreak #VirusCorona #ncov2020
",2020-03-12T14:19:04Z,pennewstweet,,FALSE
166525360,"😬 Issa compromise ! winning! #covid_19 ! Stay home, bust all kinds of 🥜 !  ramps up your temperature cause that prevents and kills #covid ! Guaranteed! #APTTMHGOI ",2020-03-12T16:34:20Z,JoonzP,USA,FALSE
44738021,"With a plethora of information on #COVID-19 causing fear and panic, it is hard to navigate fact from fiction. Businesses should consider making a plan to ensure customer and employee safety. #StartWithTrust ",2020-03-12T16:34:14Z,BBBNWP,,FALSE
1205766106352238592,"#WhereAreTheTests #COVD19 #Covid_19 #COVID #CDCNotTesting Cost of Coronavirus test : $1,331 Dr. Redfield stated CDC will cover the cost of testing. ",2020-03-12T16:33:53Z,nauticaldream,,FALSE
1091787096635920384,"We’re in this together, folks. Much love to Tom Hanks & everyone else needing care 👊❤️

#CoronavirusPandemic #Coronavirus #COVID #TomHanks #MedicareForAll #NotMeUs ",2020-03-12T16:33:49Z,MemeIndustrial,,FALSE
1381726244,"Maine @GovJanetMills reports state's first presumptive positive case of #COVID-19, in a woman in her 50s in Androscoggin County.",2020-03-12T16:19:45Z,Beth_Brogan,Maine,FALSE
1381726244,"@nirav_mainecdc says case diagnosed within last 90 minutes, and Maine still has an opportunity to prevent ""community transmission"" of #COVID-19 -- already being seen elsewhere in the country -- through ""social distancing.""",2020-03-12T16:33:35Z,Beth_Brogan,Maine,FALSE
16146068,"Boost Your Immune System. Now more than ever, it’s essential to prioritize your health and wellness. ",2020-03-12T16:33:20Z,KashJr,"Las Vegas, Nevada USA",FALSE
